id,nombre,descripcion,categoria,precio,imagen,codigo,stock
1,Abaco Chico baco,Abaco Chico baco,Papeleria,30,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501174995046.jpg,7501174995046,0
2,Abaco grande Baco,Abaco grande Baco,Papeleria,59,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501174995053.jpg,7501174995053,0
3,abatelenguas,abatelenguas,Papeleria,0.5,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/000000030052.jpg,000000030052,135
4,Abrazadera 1 1/4 a 2 Fiero,Abrazadera 1 1/4 a 2 Fiero,Ferreteria,16,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206694015.jpg,7501206694015,8
5,Abrazadera 1 Fiero,Abrazadera 1 Fiero,Ferreteria,11,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/33201321651.jpg,33201321651,3
6,Abrazadera 3/4 a 1 1/2 Fiero,Abrazadera 3/4 a 1 1/2 Fiero,Ferreteria,11,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206693995.jpg,7501206693995,2
7,Abrazadera 3/8 Fiero,Abrazadera 3/8 Fiero,Ferreteria,9,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206693940.jpg,7501206693940,9975
8,Abrazadera Acero 1/2 a 3/4 Fiero,Abrazadera Acero 1/2 a 3/4 Fiero,Ferreteria,12,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206693957.jpg,7501206693957,19
9,Abrazadera Acero 3/8 Fiero,Abrazadera Acero 3/8 Fiero,Ferreteria,6,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/488646646.jpg,488646646,99965
10,Abrazadera Acero 5/8 Fiero,Abrazadera Acero 5/8 Fiero,Ferreteria,7,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/84615164312654.jpg,84615164312654,99969
11,Abrazadera Fiero 2 1/4,Abrazadera Fiero 2 1/4,Ferreteria,16,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206694053.jpg,7501206694053,99968
12,Abrazadera Fiero 3/16,Abrazadera Fiero 3/16,Ferreteria,18,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206694091.jpg,7501206694091,99964
13,Abrazadera Fiero 3/4 - 1 1/6,Abrazadera Fiero 3/4 - 1 1/6,Ferreteria,12,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206693971.jpg,7501206693971,5
14,Abrazadera Fiero 4 1/8,Abrazadera Fiero 4 1/8,Ferreteria,20,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/501206694121.jpg,501206694121,7719
15,Abrazadera Fiero 5 1/8,Abrazadera Fiero 5 1/8,Ferreteria,22,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206694145.jpg,7501206694145,2140
16,Abrazadera Fiero 5/8 - 7/8 ,Abrazadera Fiero 5/8 - 7/8 ,Ferreteria,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206693964.jpg,7501206693964,1
17,Abrazadera Fiero 6 1/8,Abrazadera Fiero 6 1/8,Ferreteria,26,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206694169.jpg,7501206694169,2042
18,Abrazadera mini 1/2 a 3/4,Abrazadera mini 1/2 a 3/4,Ferreteria,8,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206693933.jpg,7501206693933,10
19,Abrazadera mini 3/8 a 5/8 Fiero,Abrazadera mini 3/8 a 5/8 Fiero,Ferreteria,8,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206693926.jpg,7501206693926,10
20,Abrazadera mini 7/32 A 5/8,Abrazadera mini 7/32 A 5/8,Ferreteria,7,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240645450.jpg,7506240645450,1
21,Abrazadera Omega 1 1/2 Volteck C/U $8,Abrazadera Omega 1 1/2 Volteck C/U $8,Ferreteria,28,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206681985.jpg,7501206681985,9998
22,Abrazadera Omega 1 1/4 VOLTECH C/U $8,Abrazadera Omega 1 1/4 VOLTECH C/U $8,Ferreteria,28,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206681978.jpg,7501206681978,9990
23,Abrazadera Omega 1 Pulgada Volteck ,Abrazadera Omega 1 Pulgada Volteck ,Ferreteria,27,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206659540.jpg,7501206659540,99973
24,Abrazadera Omega 1/2 Volteck,Abrazadera Omega 1/2 Volteck,Ferreteria,20,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206659526.jpg,7501206659526,6
25,Abrazadera Omega 2 C/U Volteck,Abrazadera Omega 2 C/U Volteck,Ferreteria,7,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/513561651.jpg,513561651,1887
26,Abrazadera Omega 2 C/U$9.00 Volteck ,Abrazadera Omega 2 C/U$9.00 Volteck ,Ferreteria,39,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206681992.jpg,7501206681992,2
27,Abrazadera Omega 3 Pulgadas 1pz Volteck,Abrazadera Omega 3 Pulgadas 1pz Volteck,Ferreteria,19,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/6161565461.jpg,6161565461,9999
28,Abrazadera Omega 3 Pulgadas Volteck,Abrazadera Omega 3 Pulgadas Volteck,Ferreteria,79,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240621546.jpg,7506240621546,9999
29,Abrazadera Omega 3/4 Pulgada Volteck,Abrazadera Omega 3/4 Pulgada Volteck,Ferreteria,28,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206659533.jpg,7501206659533,2
30,Abrazadera para cometida a tierra,Abrazadera para cometida a tierra,Ferreteria,17,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/68461681623.jpg,68461681623,3
31,Abrazadera uña 1 Pulgada Volteck,Abrazadera uña 1 Pulgada Volteck,Ferreteria,30,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206659519.jpg,7501206659519,2
32,Abrazadera uña 1/2 Pulgada Volteck,Abrazadera uña 1/2 Pulgada Volteck,Ferreteria,19,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206659575.jpg,7501206659575,2
33,Abrazadera uña 3/4 Pulgada Volteck,Abrazadera uña 3/4 Pulgada Volteck,Ferreteria,25,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206659502.jpg,7501206659502,2
34,Abrazadera uña 3/8 Pulgada Volteck,Abrazadera uña 3/8 Pulgada Volteck,Ferreteria,18,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240621539.jpg,7506240621539,1
35,Aceite Moto 4t Sae 20w50w 900ml Max,Aceite Moto 4t Sae 20w50w 900ml Max,Bicicletas,58,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7555245422.jpg,7555245422,9999
36,Aceite Multiusos 30ml Truper,Aceite Multiusos 30ml Truper,Ferreteria,18,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206689868.jpg,7501206689868,4
37,Aceite multiusos 90ml Truper,Aceite multiusos 90ml Truper,Ferreteria,25,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206689875.jpg,7501206689875,1
38,Aceite multiusos 90ml Zoms,Aceite multiusos 90ml Zoms,Ferreteria,29,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7502293080118.jpg,7502293080118,0
39,Aceite rojo para madera 240ml klintek,Aceite rojo para madera 240ml klintek,Ferreteria,57,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240655008.jpg,7506240655008,2
40,Aceite rojo para madera 490ml zoms,Aceite rojo para madera 490ml zoms,Ferreteria,83,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7502293080200.jpg,7502293080200,0
41,Aceite sintetico 2 tiempos 400ml Truper,Aceite sintetico 2 tiempos 400ml Truper,Ferreteria,107,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/785639121080.jpg,785639121080,0
42,Acido Muriatico 1L Ktta,Acido Muriatico 1L Ktta,Ferreteria,29,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7500463832727.jpg,7500463832727,6
43,Acta de nacimiento s,Acta de nacimiento s,Papeleria,115,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/765165415461.jpg,765165415461,9873
44,Acuarela Mini Smarty,Acuarela Mini Smarty,Papeleria,8.5,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7872571379488.jpg,7872571379488,9998
45,Acuarela Pelikan C12 Col,Acuarela Pelikan C12 Col,Papeleria,20,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501015207413.jpg,7501015207413,6
46,Acuarela Smarty 12 colores,Acuarela Smarty 12 colores,Papeleria,19,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7872571379792.jpg,7872571379792,2
47,Adaptador Cobre 1/2 Rosca Exterior Macho,Adaptador Cobre 1/2 Rosca Exterior Macho,Ferreteria,23,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240619383.jpg,7506240619383,4
48,Adaptador Cobre 1/2 Rosca Interior Hembra,Adaptador Cobre 1/2 Rosca Interior Hembra,Ferreteria,24,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240619413.jpg,7506240619413,2
49,Adaptador Cobre 3/4 Rosca Exterior Macho,Adaptador Cobre 3/4 Rosca Exterior Macho,Ferreteria,29,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240619390.jpg,7506240619390,5
50,Adaptador Cobre 3/4 Rosca Interior Hembra,Adaptador Cobre 3/4 Rosca Interior Hembra,Ferreteria,37,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240619420.jpg,7506240619420,5
51,Adaptador Cpvc 1 Rosca Exterior Macho,Adaptador Cpvc 1 Rosca Exterior Macho,Ferreteria,9,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240627586.jpg,7506240627586,6
52,Adaptador Cpvc 1 Rosca Interior Hembra,Adaptador Cpvc 1 Rosca Interior Hembra,Ferreteria,9,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240627951.jpg,7506240627951,8
53,Adaptador Cpvc 1/2 Rosca Exterior Macho ,Adaptador Cpvc 1/2 Rosca Exterior Macho ,Ferreteria,4,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240627906.jpg,7506240627906,21
54,Adaptador Cpvc 1/2 Rosca Interior Hembra,Adaptador Cpvc 1/2 Rosca Interior Hembra,Ferreteria,5,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240627937.jpg,7506240627937,7
55,Adaptador Cpvc 3/4 Rosca Exterior Macho,Adaptador Cpvc 3/4 Rosca Exterior Macho,Ferreteria,6,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240627913.jpg,7506240627913,8
56,Adaptador Cpvc 3/4 Rosca Interior Hembra,Adaptador Cpvc 3/4 Rosca Interior Hembra,Ferreteria,7,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240627944.jpg,7506240627944,21
57,Adaptador Electrico 3 A 2 blanco Volteck,Adaptador Electrico 3 A 2 blanco Volteck,Ferreteria,13,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240642855.jpg,7506240642855,4
58,Adaptador Electrico 3 A 2 Naranja Volteck,Adaptador Electrico 3 A 2 Naranja Volteck,Ferreteria,13,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240642862.jpg,7506240642862,4
59,Adaptador Inserción  1/2 Hembra Foset,Adaptador Inserción  1/2 Hembra Foset,Ferreteria,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240668244.jpg,7506240668244,8
60,Adaptador Insercion 1/2 Macho Foset,Adaptador Insercion 1/2 Macho Foset,Ferreteria,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240668305.jpg,7506240668305,4
61,Adaptador Insercion 3/4 Hembra Foset,Adaptador Insercion 3/4 Hembra Foset,Ferreteria,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240668237.jpg,7506240668237,9
62,Adaptador Inserción 3/4 Macho Foset,Adaptador Inserción 3/4 Macho Foset,Ferreteria,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240668299.jpg,7506240668299,2
63,Adaptador Manguera Azul  Hembra Kitec,Adaptador Manguera Azul  Hembra Kitec,Ferreteria,85,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/6156841918416.jpg,6156841918416,1
64,Adaptador Manguera Azul Macho Kitec,Adaptador Manguera Azul Macho Kitec,Ferreteria,82,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/4516512689.jpg,4516512689,0
65,Adaptador portalampara a contacto volteck,Adaptador portalampara a contacto volteck,Ferreteria,12,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240635178.jpg,7506240635178,2
66,Adaptador pvc  1 hembra,Adaptador pvc  1 hembra,Ferreteria,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/75616513163.jpg,75616513163,3
67,Adaptador pvc 1 macho ,Adaptador pvc 1 macho ,Ferreteria,8,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7513651310.jpg,7513651310,5
68,Adaptador pvc 1/2 hembra,Adaptador pvc 1/2 hembra,Ferreteria,6,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240645047.jpg,7506240645047,9
69,Adaptador Pvc 1/2 macho ,Adaptador Pvc 1/2 macho ,Ferreteria,4,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/756165161.jpg,756165161,10
70,Adaptador pvc 3/4 hembra,Adaptador pvc 3/4 hembra,Ferreteria,7,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240645054.jpg,7506240645054,9
71,Adaptador pvc 3/4 macho ,Adaptador pvc 3/4 macho ,Ferreteria,6,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240645023.jpg,7506240645023,3
72,Adaptador Y  Plastico Pretul,Adaptador Y  Plastico Pretul,Ferreteria,34,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206655412.jpg,7501206655412,3
73,Aflojatodo WT-110 110ml Truper,Aflojatodo WT-110 110ml Truper,Ferreteria,38,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240653271.jpg,7506240653271,3
74,Aflojatodo WT-240 235ml Truper,Aflojatodo WT-240 235ml Truper,Ferreteria,52,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240653288.jpg,7506240653288,3
75,Ahorcador Chico Para Bici,Ahorcador Chico Para Bici,Bicicletas,5,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/3613616166.jpg,3613616166,9977
76,Ahorcador Grande Para Moto,Ahorcador Grande Para Moto,Bicicletas,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/8436131163321.jpg,8436131163321,9995
77,Ahorcador Mediano Para Bici,Ahorcador Mediano Para Bici,Bicicletas,8,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/68461154861.jpg,68461154861,9970
78,Ajuste de Chicote,Ajuste de Chicote,Bicicletas,8,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/5131154.jpg,5131154,9997
79,Ajuste De Rueda Estiracadena un par,Ajuste De Rueda Estiracadena un par,Bicicletas,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/1654165610.jpg,1654165610,9998
80,Alambre Galbanizado Cal 14.5 Fiero,Alambre Galbanizado Cal 14.5 Fiero,Ferreteria,83,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240601890.jpg,7506240601890,1
81,Alambre Galvanizado 30g Cal.14.5,Alambre Galvanizado 30g Cal.14.5,Ferreteria,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240648895.jpg,7506240648895,1
82,Alambre Galvanizado 30g Cal.16,Alambre Galvanizado 30g Cal.16,Ferreteria,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240648888.jpg,7506240648888,10
83,Alambre Galvanizado 30g Cal.18,Alambre Galvanizado 30g Cal.18,Ferreteria,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240648871.jpg,7506240648871,9
84,Alambre Galvanizado 30g Cal.20,Alambre Galvanizado 30g Cal.20,Ferreteria,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240648864.jpg,7506240648864,14
85,Alambre Galvanizado 30g Cal.22,Alambre Galvanizado 30g Cal.22,Ferreteria,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240648857.jpg,7506240648857,20
86,Alambre Galvanizado Cal 12.5 Fiero,Alambre Galvanizado Cal 12.5 Fiero,Ferreteria,85,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/53158463131.jpg,53158463131,1
87,Alambre Galvanizado Cal 16 Fiero,Alambre Galvanizado Cal 16 Fiero,Ferreteria,80,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240601906.jpg,7506240601906,1
88,Alambre Galvanizado Cal 18 Fiero,Alambre Galvanizado Cal 18 Fiero,Ferreteria,78,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240601913.jpg,7506240601913,0
89,Alambre Galvanizado Cal 20 Fiero,Alambre Galvanizado Cal 20 Fiero,Ferreteria,89,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/574165168.jpg,574165168,0
90,Alambre Galvanizado Cal 22 Fiero,Alambre Galvanizado Cal 22 Fiero,Ferreteria,105,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/56312324681.jpg,56312324681,0
91,Alambre Recocido Kilo,Alambre Recocido Kilo,Ferreteria,40,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240638438.jpg,7506240638438,1
92,Alambre Recocido Metro,Alambre Recocido Metro,Ferreteria,2,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/56456414564.jpg,56456414564,9999
93,Alcayata Roscada 21x80,Alcayata Roscada 21x80,Ferreteria,1.5,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/3518465135153.jpg,3518465135153,9999
94,Anillo De Luz De Colores,Anillo De Luz De Colores,Papeleria,3,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/108.jpg,108,9999
95,Anzuelo para pesca,Anzuelo para pesca,Ferreteria,79,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/76165136151.jpg,76165136151,0
96,Apagador De Sobreponer Voltech,Apagador De Sobreponer Voltech,Ferreteria,12,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240646792.jpg,7506240646792,9991
97,Apagador Interruptor Sencillo Royer,Apagador Interruptor Sencillo Royer,Ferreteria,29,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506229024528.jpg,7506229024528,10
98,Apagador Sobreponer Sencillo Voltech,Apagador Sobreponer Sencillo Voltech,Ferreteria,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/3512351681.jpg,3512351681,9999
99,Apagador Timbre Royer,Apagador Timbre Royer,Ferreteria,29,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/5316546164.jpg,5316546164,9997
100,Apagador Tipo Escalera Voltech,Apagador Tipo Escalera Voltech,Ferreteria,16,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/5305646131.jpg,5305646131,9999
101,Arbotante solar led c/sensor Volteck,Arbotante solar led c/sensor Volteck,Ferreteria,209,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240622437.jpg,7506240622437,-2
102,Arco Calador 5 Seguetas 6in Pretul,Arco Calador 5 Seguetas 6in Pretul,Ferreteria,82,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206640098.jpg,7501206640098,1
103,Arco Segueta 10 -12 Pretul ,Arco Segueta 10 -12 Pretul ,Ferreteria,115,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206602201.jpg,7501206602201,1
104,Argolla para llave,Argolla para llave,Llaves,10,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/75165116127.jpg,75165116127,4
105,Argolla para llave chica,Argolla para llave chica,Cerrajeria,1,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7451655156.jpg,7451655156,95
106,Armella 18x50 Cerrada,Armella 18x50 Cerrada,Ferreteria,2,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206686058.jpg,7501206686058,62
107,Armella 20x70 Cerrada,Armella 20x70 Cerrada,Ferreteria,2,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206686072.jpg,7501206686072,28
108,Armella 22x100 Abierta,Armella 22x100 Abierta,Ferreteria,3,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206686249.jpg,7501206686249,9
109,Armella 22x100 Cerrada,Armella 22x100 Cerrada,Ferreteria,3,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206686096.jpg,7501206686096,24
110,Armella 23x110 Cerrada,Armella 23x110 Cerrada,Ferreteria,3,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/54135101.jpg,54135101,9971
111,Armella abierta 19X60 Fiero,Armella abierta 19X60 Fiero,Ferreteria,2,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206686195.jpg,7501206686195,66
112,Asiento Bici Mtb Mediano Negro Altrego,Asiento Bici Mtb Mediano Negro Altrego,Bicicletas,105,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/750000010092.jpg,750000010092,0
113,Asiento Bici Saddle Mediano Negro Altrego,Asiento Bici Saddle Mediano Negro Altrego,Bicicletas,105,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/750000010087.jpg,750000010087,1
114,Asiento Grande Cream Balona,Asiento Grande Cream Balona,Bicicletas,145,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/ AST0005310000.jpg, AST0005310000,9998
115,Asiento WC Foset,Asiento WC Foset,Ferreteria,109,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/865135165.jpg,865135165,0
116,Aticipo,Aticipo,NA,250,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/0.jpg,0,99481
117,Atomizador 1/2 litro Klintek,Atomizador 1/2 litro Klintek,Ferreteria,32,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7506240651987.jpg,7506240651987,1
118,Audifono 3.5 Diadema Para PC Easy Line,Audifono 3.5 Diadema Para PC Easy Line,Computo,69,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/615604993148.jpg,615604993148,0
119,Balata Moto Ft 125 Kinlley,Balata Moto Ft 125 Kinlley,Bicicletas,65,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/56135135441.jpg,56135135441,9999
120,Balata Moto Ft150 Kinlley,Balata Moto Ft150 Kinlley,Bicicletas,68,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/515315616541.jpg,515315616541,9999
121,Balata Para Moto XT110 Kinlley ,Balata Para Moto XT110 Kinlley ,Bicicletas,65,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/5612651564.jpg,5612651564,9999
122,Balero Para Bici Chico,Balero Para Bici Chico,Bicicletas,6,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/6836156162161.jpg,6836156162161,9973
123,Balero Para Bici Grande,Balero Para Bici Grande,Bicicletas,8,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/265231546.jpg,265231546,9973
124,Balero para llanta de carretilla Truper,Balero para llanta de carretilla Truper,Ferreteria,32,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206659427.jpg,7501206659427,2
125,Balines Para Pistola De Aire,Balines Para Pistola De Aire,Bicicletas,14,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/111.jpg,111,9999
126,Bandola 7/16 Destorcedor Fiero,Bandola 7/16 Destorcedor Fiero,Ferreteria,19,https://raw.githubusercontent.com/Ferrerodillo/Tiendaonline/refs/heads/main/Imagenes/7501206694442.jpg,7501206694442,3
